"","station_id","stationname","daytype","rides","date"
"312080",40390,"Forest Park","W",2823,2003-12-31
"312098",40390,"Forest Park","U",1388,2011-07-10
"312173",40390,"Forest Park","W",4094,2003-11-04
"312323",40390,"Forest Park","W",4022,2012-06-07
"312453",40390,"Forest Park","W",3365,2009-11-25
"312476",40390,"Forest Park","W",3248,2017-03-21
"312493",40390,"Forest Park","W",3723,2008-01-11
"312801",40390,"Forest Park","W",3754,2003-08-14
"312834",40390,"Forest Park","W",3756,2006-01-12
"312952",40390,"Forest Park","W",4737,2008-09-25
"313264",40390,"Forest Park","U",1154,2003-07-13
"313418",40390,"Forest Park","W",3852,2015-11-09
"313447",40390,"Forest Park","A",2075,2010-09-25
"313490",40390,"Forest Park","A",1678,2014-03-01
"313800",40390,"Forest Park","W",3462,2001-04-18
"314145",40390,"Forest Park","A",2257,2012-08-04
"314207",40390,"Forest Park","A",1701,2006-04-08
"314209",40390,"Forest Park","A",1408,2006-01-28
"314229",40390,"Forest Park","A",1610,2017-05-13
"314383",40390,"Forest Park","W",3642,2002-02-22
"314433",40390,"Forest Park","W",2945,2017-01-05
"314734",40390,"Forest Park","U",1796,2017-08-06
"314982",40390,"Forest Park","W",3546,2016-05-31
"315350",40390,"Forest Park","W",3423,2017-01-11
"315364",40390,"Forest Park","W",4136,2009-06-30
"315464",40390,"Forest Park","W",3572,2003-02-04
"315475",40390,"Forest Park","U",1066,2003-06-15
"316058",40390,"Forest Park","A",1565,2008-12-27
"316134",40390,"Forest Park","U",1296,2006-05-07
"316373",40390,"Forest Park","A",2399,2008-05-31
"316949",40390,"Forest Park","W",3657,2016-03-10
"317275",40390,"Forest Park","W",3704,2013-08-19
"317282",40390,"Forest Park","W",4227,2004-06-30
"317297",40390,"Forest Park","W",3842,2007-04-30
"317323",40390,"Forest Park","W",3431,2004-01-05
"317638",40390,"Forest Park","W",3701,2009-02-13
"317671",40390,"Forest Park","U",1048,2009-04-26
"318134",40390,"Forest Park","W",2659,2009-02-16
"318303",40390,"Forest Park","W",3543,2002-02-04
"318305",40390,"Forest Park","W",3695,2004-03-16
"318394",40390,"Forest Park","A",1369,2014-01-04
"318445",40390,"Forest Park","W",3655,2015-01-16
"318453",40390,"Forest Park","W",3998,2007-06-28
"318629",40390,"Forest Park","W",3578,2010-05-13
"318722",40390,"Forest Park","U",1138,2011-02-27
"318792",40390,"Forest Park","A",1306,2004-01-03
"319040",40390,"Forest Park","W",3745,2017-09-28
"319246",40390,"Forest Park","W",3995,2013-11-20
"319423",40390,"Forest Park","W",4033,2005-09-06
"319724",40390,"Forest Park","W",3582,2015-04-06
"320142",40390,"Forest Park","W",3876,2009-04-13
"320588",40390,"Forest Park","W",3537,2016-05-13
"320589",40390,"Forest Park","U",902,2006-04-16
"320605",40390,"Forest Park","U",1103,2008-12-28
"320832",40390,"Forest Park","U",1390,2007-09-03
"320853",40390,"Forest Park","W",4141,2011-11-14
"320903",40390,"Forest Park","W",4001,2011-05-03
"320918",40390,"Forest Park","W",3395,2011-01-04
"321191",40390,"Forest Park","W",3693,2003-12-17
"321220",40390,"Forest Park","W",3428,2017-06-19
"321492",40390,"Forest Park","W",3602,2016-02-22
"321686",40390,"Forest Park","W",3564,2003-01-06
"321816",40390,"Forest Park","W",3920,2016-04-13
"321885",40390,"Forest Park","W",2648,2011-02-03
"322186",40390,"Forest Park","U",1009,2001-12-02
"322229",40390,"Forest Park","W",2945,2005-12-23
"322415",40390,"Forest Park","W",3667,2016-01-14
"322496",40390,"Forest Park","W",4062,2012-05-16
"322561",40390,"Forest Park","W",4025,2013-06-19
"322611",40390,"Forest Park","W",3555,2003-01-09
"322734",40390,"Forest Park","W",3983,2011-05-05
"322864",40390,"Forest Park","A",1110,2010-01-02
"322894",40390,"Forest Park","W",3068,2016-11-11
"323115",40390,"Forest Park","W",3667,2006-02-03
"323317",40390,"Forest Park","W",3800,2005-02-16
"323378",40390,"Forest Park","W",4117,2006-11-21
"323469",40390,"Forest Park","W",2731,2015-01-08
"323497",40390,"Forest Park","W",3205,2006-12-27
"323541",40390,"Forest Park","U",913,2001-11-22
"323705",40390,"Forest Park","W",3679,2005-08-11
"323863",40390,"Forest Park","W",4533,2008-11-05
"323896",40390,"Forest Park","W",3449,2004-02-13
"324077",40390,"Forest Park","W",3901,2002-06-18
"324304",40390,"Forest Park","W",3996,2009-07-24
"324509",40390,"Forest Park","W",3636,2005-01-04
"324776",40390,"Forest Park","W",3775,2011-05-16
"324953",40390,"Forest Park","W",4162,2005-11-08
"324976",40390,"Forest Park","W",3889,2008-02-29
"325314",40390,"Forest Park","W",3742,2003-06-11
"325406",40390,"Forest Park","U",3919,2005-07-03
"325588",40390,"Forest Park","W",3567,2014-01-09
"325946",40390,"Forest Park","A",1830,2017-03-11
"326115",40390,"Forest Park","U",2661,2008-07-04
"326222",40390,"Forest Park","W",3879,2015-06-25
"326254",40390,"Forest Park","W",3886,2009-04-01
"326655",40390,"Forest Park","U",1204,2011-03-13
"326711",40390,"Forest Park","W",4146,2015-11-05
"326786",40390,"Forest Park","W",4006,2006-05-02
"326878",40390,"Forest Park","U",1334,2017-10-01
"327059",40390,"Forest Park","W",3854,2017-07-06
"327346",40390,"Forest Park","W",3913,2002-10-04
"327407",40390,"Forest Park","W",4038,2009-11-05
"327432",40390,"Forest Park","W",3447,2010-02-10
"327495",40390,"Forest Park","W",4115,2013-08-08
"327630",40390,"Forest Park","W",3578,2009-05-22
"327807",40390,"Forest Park","W",3695,2006-03-13
"328049",40390,"Forest Park","W",4089,2010-11-17
"328098",40390,"Forest Park","W",4024,2008-06-16
"328195",40390,"Forest Park","A",1733,2007-06-23
"328476",40390,"Forest Park","W",4361,2008-07-11
"328554",40390,"Forest Park","W",3999,2015-10-09
"328558",40390,"Forest Park","W",3444,2004-04-02
"328812",40390,"Forest Park","W",3738,2003-03-04
"329054",40390,"Forest Park","W",3619,2002-12-18
"329107",40390,"Forest Park","A",1913,2006-11-18
"329185",40390,"Forest Park","W",3858,2005-02-01
"329283",40390,"Forest Park","A",1125,2005-01-22
"329312",40390,"Forest Park","W",4482,2008-10-10
"329451",40390,"Forest Park","W",4352,2011-06-30
"329601",40390,"Forest Park","A",1619,2002-10-05
"329637",40390,"Forest Park","A",1328,2002-04-20
"329972",40390,"Forest Park","W",3861,2013-07-29
"329985",40390,"Forest Park","W",3631,2003-08-07
"330106",40390,"Forest Park","W",3814,2002-06-05
"330532",40390,"Forest Park","W",3865,2009-01-07
"330720",40390,"Forest Park","A",1519,2015-02-21
"330915",40390,"Forest Park","W",3312,2003-04-04
"330928",40390,"Forest Park","A",1847,2014-11-01
"331104",40390,"Forest Park","U",839,2002-04-28
"331132",40390,"Forest Park","W",3930,2003-12-02
"331247",40390,"Forest Park","W",3772,2003-05-05
"331409",40390,"Forest Park","W",3627,2005-05-11
"331495",40390,"Forest Park","W",3707,2009-12-08
"331885",40390,"Forest Park","W",3775,2007-05-25
"331932",40390,"Forest Park","W",3845,2006-05-16
"332002",40390,"Forest Park","W",4009,2006-05-18
"332123",40390,"Forest Park","W",3995,2009-08-11
"332552",40390,"Forest Park","U",826,2001-05-28
"332605",40390,"Forest Park","A",2020,2010-05-01
"332699",40390,"Forest Park","U",1390,2016-12-26
"333142",40390,"Forest Park","W",4124,2015-09-24
"333245",40390,"Forest Park","W",3902,2007-03-15
"333289",40390,"Forest Park","A",1519,2005-12-17
"333308",40390,"Forest Park","A",1657,2009-10-03
"333375",40390,"Forest Park","W",4021,2011-07-06
"333406",40390,"Forest Park","W",3753,2013-01-31
"333551",40390,"Forest Park","A",1643,2015-11-28
"333578",40390,"Forest Park","A",1551,2008-02-23
"333639",40390,"Forest Park","W",2592,2005-02-21
"333926",40390,"Forest Park","W",3654,2006-03-28
"334093",40390,"Forest Park","W",3930,2013-04-05
"334112",40390,"Forest Park","W",3598,2003-02-10
"334156",40390,"Forest Park","W",3775,2009-07-10
"334371",40390,"Forest Park","W",3977,2011-03-01
"334443",40390,"Forest Park","W",3984,2002-07-23
"334489",40390,"Forest Park","W",3994,2003-07-23
"334746",40390,"Forest Park","W",3925,2008-03-26
"334847",40390,"Forest Park","U",1050,2008-03-09
"334915",40390,"Forest Park","W",3107,2013-10-14
"334979",40390,"Forest Park","W",3862,2006-01-25
"335089",40390,"Forest Park","A",1699,2016-11-12
"335500",40390,"Forest Park","W",1857,2012-12-24
"335657",40390,"Forest Park","W",3673,2009-04-06
"335668",40390,"Forest Park","W",4214,2014-10-01
"335977",40390,"Forest Park","A",1561,2004-11-06
"336003",40390,"Forest Park","A",1846,2006-05-20
"336044",40390,"Forest Park","W",3505,2004-02-06
"336118",40390,"Forest Park","U",1442,2009-09-06
"336150",40390,"Forest Park","W",4120,2013-06-13
"336604",40390,"Forest Park","W",3552,2001-02-21
"336678",40390,"Forest Park","A",2067,2014-08-23
"337033",40390,"Forest Park","W",3828,2009-02-02
"337115",40390,"Forest Park","W",3666,2001-04-11
"337438",40390,"Forest Park","A",1641,2007-12-15
"337443",40390,"Forest Park","W",3663,2006-06-09
"337481",40390,"Forest Park","W",3909,2001-12-04
"337549",40390,"Forest Park","W",3648,2001-05-04
"337603",40390,"Forest Park","W",3421,2003-07-18
"337961",40390,"Forest Park","W",3639,2003-02-21
"338091",40390,"Forest Park","W",3612,2013-12-12
"338165",40390,"Forest Park","W",3644,2005-09-15
"338225",40390,"Forest Park","U",1113,2001-08-12
"338885",40390,"Forest Park","W",3971,2012-08-24
"338958",40390,"Forest Park","W",3742,2002-07-22
"339041",40390,"Forest Park","W",4661,2004-06-29
"339099",40390,"Forest Park","W",3863,2012-05-07
"339102",40390,"Forest Park","W",4440,2008-11-07
"339163",40390,"Forest Park","W",4164,2008-11-21
"339204",40390,"Forest Park","U",1032,2017-11-23
"339497",40390,"Forest Park","W",3587,2004-08-17
"339520",40390,"Forest Park","W",4208,2009-04-23
"339532",40390,"Forest Park","U",577,2004-12-25
"339555",40390,"Forest Park","W",3780,2004-08-27
"339948",40390,"Forest Park","W",3641,2011-03-28
"340689",40390,"Forest Park","W",3901,2006-06-21
"340793",40390,"Forest Park","W",3942,2012-07-30
"340940",40390,"Forest Park","A",2337,2009-08-15
"341397",40390,"Forest Park","W",4060,2016-07-28
"341830",40390,"Forest Park","W",4351,2010-09-14
"342228",40390,"Forest Park","W",4063,2008-03-13
"342307",40390,"Forest Park","W",3855,2013-07-23
"342441",40390,"Forest Park","A",1599,2003-10-11
"342507",40390,"Forest Park","A",1484,2002-10-19
"342625",40390,"Forest Park","W",3092,2015-01-05
"342737",40390,"Forest Park","W",3496,2017-08-18
"342801",40390,"Forest Park","W",3676,2002-07-19
"342896",40390,"Forest Park","W",3659,2004-04-23
"342907",40390,"Forest Park","U",1119,2012-01-22
"342914",40390,"Forest Park","U",1296,2013-02-17
"343251",40390,"Forest Park","U",1305,2010-10-03
"343283",40390,"Forest Park","W",3612,2016-02-23
"343317",40390,"Forest Park","W",4126,2002-10-08
"343449",40390,"Forest Park","W",4347,2008-04-30
"343467",40390,"Forest Park","W",3712,2004-02-04
"343497",40390,"Forest Park","W",3755,2005-08-10
"343629",40390,"Forest Park","W",4149,2007-10-22
"343709",40390,"Forest Park","W",3686,2007-12-20
"343813",40390,"Forest Park","W",3688,2016-11-18
"343967",40390,"Forest Park","A",1576,2001-03-17
"344005",40390,"Forest Park","W",3971,2016-08-31
"344110",40390,"Forest Park","W",4369,2008-07-30
"344119",40390,"Forest Park","W",4052,2011-04-27
"344403",40390,"Forest Park","W",3366,2004-08-20
"344478",40390,"Forest Park","W",3961,2009-08-06
"344523",40390,"Forest Park","A",1833,2017-09-02
"344703",40390,"Forest Park","A",1841,2014-10-04
"344817",40390,"Forest Park","U",1264,2010-10-31
"344942",40390,"Forest Park","W",2701,2015-02-19
"345105",40390,"Forest Park","W",3871,2009-06-24
"345704",40390,"Forest Park","W",3881,2002-11-14
"345779",40390,"Forest Park","U",1407,2005-07-17
"345782",40390,"Forest Park","W",3847,2003-10-10
"346166",40390,"Forest Park","W",3461,2001-08-13
"346264",40390,"Forest Park","W",2205,2013-11-29
"346533",40390,"Forest Park","W",3943,2013-09-27
"346623",40390,"Forest Park","W",2991,2013-04-18
"346759",40390,"Forest Park","W",3830,2014-02-20
"346805",40390,"Forest Park","W",3801,2005-04-20
"346891",40390,"Forest Park","W",4246,2006-09-13
"347108",40390,"Forest Park","W",4014,2011-07-13
"347116",40390,"Forest Park","W",3954,2015-05-29
"347416",40390,"Forest Park","W",3580,2010-12-14
"347903",40390,"Forest Park","W",3550,2005-02-07
"348331",40390,"Forest Park","W",3422,2002-08-23
"348590",40390,"Forest Park","W",3323,2005-03-21
"348595",40390,"Forest Park","A",2032,2013-07-06
"348705",40390,"Forest Park","W",4066,2005-09-30
"348710",40390,"Forest Park","W",2106,2014-11-28
"348724",40390,"Forest Park","A",1721,2017-06-17
"348773",40390,"Forest Park","W",3520,2010-03-05
"348850",40390,"Forest Park","U",1318,2006-10-08
"348887",40390,"Forest Park","W",4139,2012-11-09
"348992",40390,"Forest Park","W",3959,2011-08-19
"349015",40390,"Forest Park","W",3758,2010-03-10
"349065",40390,"Forest Park","W",4127,2009-10-19
"349301",40390,"Forest Park","A",1902,2007-07-14
"349311",40390,"Forest Park","U",1005,2015-02-15
"349337",40390,"Forest Park","W",3762,2017-10-05
"349384",40390,"Forest Park","W",3865,2005-04-05
"349653",40390,"Forest Park","W",4339,2011-09-14
"349832",40390,"Forest Park","W",3492,2001-09-11
"349946",40390,"Forest Park","U",863,2005-03-27
"349974",40390,"Forest Park","A",1782,2007-11-03
"350049",40390,"Forest Park","U",1118,2003-03-16
"350050",40390,"Forest Park","U",1040,2002-11-10
"350158",40390,"Forest Park","A",2472,2004-06-26
"350293",40390,"Forest Park","W",4038,2010-09-09
"350370",40390,"Forest Park","W",3992,2006-09-22
"350505",40390,"Forest Park","U",1452,2017-05-28
"350620",40390,"Forest Park","W",4075,2004-10-12
"350861",40390,"Forest Park","U",1709,2008-06-01
"350875",40390,"Forest Park","W",3033,2004-10-11
"350934",40390,"Forest Park","A",1839,2017-09-16
"351005",40390,"Forest Park","W",3687,2017-10-26
"351007",40390,"Forest Park","U",1794,2012-08-19
"351170",40390,"Forest Park","U",1540,2008-06-08
"351231",40390,"Forest Park","W",3793,2005-02-02
"351964",40390,"Forest Park","W",3701,2002-05-01
"352094",40390,"Forest Park","A",1569,2011-01-29
"352180",40390,"Forest Park","W",3066,2011-12-30
"352220",40390,"Forest Park","W",3693,2016-05-06
"352240",40390,"Forest Park","W",3890,2008-03-06
"352247",40390,"Forest Park","W",3695,2008-03-27
"352256",40390,"Forest Park","U",875,2002-03-17
"352264",40390,"Forest Park","W",4177,2008-12-10
"352270",40390,"Forest Park","W",4123,2002-10-07
"352359",40390,"Forest Park","W",3778,2009-01-08
"352468",40390,"Forest Park","U",1165,2004-05-09
"352589",40390,"Forest Park","U",1408,2013-04-14
"352757",40390,"Forest Park","W",4056,2008-03-12
"352791",40390,"Forest Park","W",3964,2012-05-02
"352809",40390,"Forest Park","W",3343,2005-01-07
"353648",40390,"Forest Park","W",3854,2003-12-10
"353716",40390,"Forest Park","W",3869,2009-03-10
"353753",40390,"Forest Park","W",3940,2015-07-21
"354312",40390,"Forest Park","U",1160,2008-11-23
"354584",40390,"Forest Park","W",4262,2010-04-15
"354622",40390,"Forest Park","U",1110,2013-11-24
"354688",40390,"Forest Park","W",3429,2017-04-21
"354721",40390,"Forest Park","W",3651,2005-12-06
"354795",40390,"Forest Park","U",1428,2015-05-17
"354894",40390,"Forest Park","W",4360,2007-10-17
"355016",40390,"Forest Park","W",3696,2010-12-08
"355053",40390,"Forest Park","W",4046,2007-08-14
"355308",40390,"Forest Park","W",3715,2013-07-26
"355339",40390,"Forest Park","W",3528,2003-07-25
"355512",40390,"Forest Park","U",1346,2002-10-13
"355751",40390,"Forest Park","W",3707,2005-01-26
"356131",40390,"Forest Park","W",3888,2017-10-18
"356171",40390,"Forest Park","A",1596,2010-04-24
"356175",40390,"Forest Park","W",3462,2016-05-09
"356284",40390,"Forest Park","W",3079,2010-10-11
"356374",40390,"Forest Park","W",3393,2017-06-23
"356435",40390,"Forest Park","W",4092,2012-06-15
"356702",40390,"Forest Park","U",968,2009-03-29
"356808",40390,"Forest Park","W",4037,2009-05-14
"356937",40390,"Forest Park","W",3960,2011-12-09
"356991",40390,"Forest Park","W",3891,2014-10-31
"357205",40390,"Forest Park","W",3175,2006-10-09
"357219",40390,"Forest Park","W",3979,2007-06-21
"357506",40390,"Forest Park","W",3574,2001-01-29
"357957",40390,"Forest Park","W",3998,2008-04-28
"358155",40390,"Forest Park","U",973,2010-02-28
"358313",40390,"Forest Park","W",3730,2006-07-24
"358360",40390,"Forest Park","W",4526,2008-10-03
"358511",40390,"Forest Park","W",3714,2007-12-14
"358521",40390,"Forest Park","W",3463,2010-01-15
"358535",40390,"Forest Park","W",3938,2009-07-20
"358581",40390,"Forest Park","A",1636,2014-01-11
"358867",40390,"Forest Park","W",3529,2016-03-03
"358887",40390,"Forest Park","W",3558,2016-07-11
"358975",40390,"Forest Park","A",1402,2003-05-24
"359038",40390,"Forest Park","W",4466,2007-09-10
"359138",40390,"Forest Park","U",1228,2013-05-27
"359226",40390,"Forest Park","W",3880,2005-01-11
"359239",40390,"Forest Park","W",4091,2010-09-20
"359342",40390,"Forest Park","U",985,2015-02-01
"359469",40390,"Forest Park","A",1765,2004-09-18
"359499",40390,"Forest Park","W",3412,2003-05-23
"359784",40390,"Forest Park","W",3608,2001-06-22
"360031",40390,"Forest Park","W",3537,2001-07-23
"360170",40390,"Forest Park","W",4116,2007-07-31
"360335",40390,"Forest Park","W",3978,2009-05-29
"360760",40390,"Forest Park","W",3784,2001-08-29
"360889",40390,"Forest Park","W",3299,2004-06-11
"361309",40390,"Forest Park","W",4079,2007-11-27
"361359",40390,"Forest Park","W",4631,2008-10-06
"361552",40390,"Forest Park","W",3685,2006-04-17
"361963",40390,"Forest Park","A",1537,2005-04-30
"361979",40390,"Forest Park","W",3525,2004-12-17
"362032",40390,"Forest Park","W",3884,2011-01-26
"362167",40390,"Forest Park","U",1524,2010-09-12
"362188",40390,"Forest Park","A",2143,2010-09-04
"362337",40390,"Forest Park","W",4442,2008-06-12
"362357",40390,"Forest Park","W",4252,2009-09-08
"362511",40390,"Forest Park","A",1364,2003-04-05
"362689",40390,"Forest Park","W",3621,2017-01-24
"362861",40390,"Forest Park","U",1214,2015-03-22
"362963",40390,"Forest Park","W",3681,2016-03-08
"363217",40390,"Forest Park","W",3577,2014-04-14
"363329",40390,"Forest Park","W",3654,2016-09-02
"363446",40390,"Forest Park","W",3851,2012-07-03
"363751",40390,"Forest Park","A",2082,2011-10-22
"363816",40390,"Forest Park","A",1651,2007-12-01
"363826",40390,"Forest Park","W",5168,2010-06-11
"364155",40390,"Forest Park","W",3687,2003-04-01
"364178",40390,"Forest Park","U",896,2003-09-01
"364375",40390,"Forest Park","A",1335,2003-12-27
"364600",40390,"Forest Park","W",3524,2014-02-28
"364888",40390,"Forest Park","W",4417,2008-07-16
"365249",40390,"Forest Park","W",3333,2015-02-23
"365333",40390,"Forest Park","U",1120,2004-08-08
"365437",40390,"Forest Park","W",4188,2012-11-20
"365509",40390,"Forest Park","U",879,2010-01-10
"365838",40390,"Forest Park","W",4082,2010-04-29
"366005",40390,"Forest Park","W",3942,2015-07-23
"366356",40390,"Forest Park","U",1246,2006-09-24
"366557",40390,"Forest Park","W",4344,2008-08-25
"366840",40390,"Forest Park","U",1490,2010-10-17
"366854",40390,"Forest Park","A",2262,2014-05-31
"366867",40390,"Forest Park","W",3449,2004-08-09
"366894",40390,"Forest Park","U",1578,2010-06-13
"367334",40390,"Forest Park","U",1083,2005-04-17
"367617",40390,"Forest Park","W",3818,2006-03-14
"367713",40390,"Forest Park","W",3771,2002-05-02
"367792",40390,"Forest Park","W",3986,2014-04-16
"367890",40390,"Forest Park","A",1989,2014-10-18
"367989",40390,"Forest Park","W",3726,2004-02-25
"368047",40390,"Forest Park","A",1883,2010-05-15
"368060",40390,"Forest Park","W",3587,2001-04-27
"368212",40390,"Forest Park","W",3680,2006-05-12
"368228",40390,"Forest Park","W",4286,2007-10-24
"368282",40390,"Forest Park","W",3718,2004-04-08
"368557",40390,"Forest Park","A",1075,2001-02-24
"368721",40390,"Forest Park","W",3822,2005-08-29
"368769",40390,"Forest Park","W",2462,2008-02-18
"368771",40390,"Forest Park","W",3886,2007-12-12
"369274",40390,"Forest Park","U",832,2001-12-09
"369460",40390,"Forest Park","A",1566,2003-12-06
"369465",40390,"Forest Park","W",3808,2015-12-03
"369480",40390,"Forest Park","U",1325,2006-06-04
"369524",40390,"Forest Park","W",3804,2013-01-25
"369593",40390,"Forest Park","W",4099,2009-02-11
"369693",40390,"Forest Park","W",3943,2013-01-29
"369815",40390,"Forest Park","A",1977,2011-06-11
"369820",40390,"Forest Park","W",3366,2016-01-22
"370162",40390,"Forest Park","U",1665,2016-10-30
"370533",40390,"Forest Park","W",3727,2005-03-30
"370764",40390,"Forest Park","W",3730,2016-11-14
"370961",40390,"Forest Park","U",1133,2013-01-27
"371119",40390,"Forest Park","W",3534,2016-05-12
"371127",40390,"Forest Park","W",3770,2016-08-25
"371319",40390,"Forest Park","W",3670,2016-04-07
"371725",40390,"Forest Park","U",1675,2016-04-17
"371824",40390,"Forest Park","W",3693,2001-01-18
"371825",40390,"Forest Park","A",1791,2013-05-11
"372093",40390,"Forest Park","W",3731,2015-01-15
"372115",40390,"Forest Park","W",3615,2001-06-04
"372143",40390,"Forest Park","W",3924,2009-09-25
"372353",40390,"Forest Park","A",1630,2015-11-21
"372461",40390,"Forest Park","W",3575,2017-02-14
"372576",40390,"Forest Park","A",2231,2015-07-25
"372599",40390,"Forest Park","W",3912,2006-12-14
"372650",40390,"Forest Park","W",2994,2003-01-02
"372817",40390,"Forest Park","W",3713,2005-04-28
"373020",40390,"Forest Park","A",1697,2005-10-29
"373101",40390,"Forest Park","W",3133,2017-02-13
"373331",40390,"Forest Park","W",3782,2005-07-20
"373344",40390,"Forest Park","W",3754,2006-01-10
"373402",40390,"Forest Park","W",3709,2010-04-08
"373499",40390,"Forest Park","W",4287,2009-09-23
"373723",40390,"Forest Park","W",4255,2012-11-01
"373776",40390,"Forest Park","W",3676,2001-06-25
"373926",40390,"Forest Park","W",4074,2012-02-14
"374020",40390,"Forest Park","W",3786,2016-10-24
"374072",40390,"Forest Park","W",3602,2005-04-15
"374387",40390,"Forest Park","W",4011,2002-10-17
"374662",40390,"Forest Park","A",2099,2012-09-29
"374717",40390,"Forest Park","A",1541,2008-02-02
"374908",40390,"Forest Park","W",3743,2008-02-15
"374989",40390,"Forest Park","W",3695,2002-01-16
"375084",40390,"Forest Park","W",3710,2017-08-31
"375420",40390,"Forest Park","A",1428,2010-02-06
"375458",40390,"Forest Park","W",3518,2007-02-02
"376183",40390,"Forest Park","U",1050,2003-09-07
"376304",40390,"Forest Park","W",3774,2017-09-20
"376953",40390,"Forest Park","W",3660,2001-08-08
"377003",40390,"Forest Park","W",2655,2016-12-29
"377055",40390,"Forest Park","W",2912,2012-12-27
"377181",40390,"Forest Park","U",1082,2011-02-20
"377194",40390,"Forest Park","A",1650,2004-06-19
"377301",40390,"Forest Park","W",3908,2003-06-04
"377558",40390,"Forest Park","W",3616,2006-01-09
"378017",40390,"Forest Park","U",787,2004-02-01
"378072",40390,"Forest Park","W",4296,2015-09-17
"378184",40390,"Forest Park","U",1294,2009-10-04
"378559",40390,"Forest Park","U",1601,2004-08-22
"378614",40390,"Forest Park","W",4016,2004-10-21
"378852",40390,"Forest Park","W",4108,2007-08-21
"378969",40390,"Forest Park","W",3872,2012-01-30
"379096",40390,"Forest Park","W",3794,2002-08-08
"379514",40390,"Forest Park","U",1151,2005-10-30
"379615",40390,"Forest Park","U",1483,2017-07-02
"379737",40390,"Forest Park","W",4077,2012-04-03
"379858",40390,"Forest Park","W",4039,2009-07-16
"380000",40390,"Forest Park","W",3820,2012-02-03
"380324",40390,"Forest Park","U",1083,2015-01-11
"380465",40390,"Forest Park","W",3612,2003-11-26
"380490",40390,"Forest Park","A",1586,2002-11-23
"380753",40390,"Forest Park","W",3973,2012-07-09
"380902",40390,"Forest Park","W",3913,2013-08-20
"381067",40390,"Forest Park","W",2473,2004-12-23
"381150",40390,"Forest Park","A",1928,2013-09-14
"381182",40390,"Forest Park","A",2062,2011-10-08
"381368",40390,"Forest Park","A",2047,2015-09-26
"381613",40390,"Forest Park","W",3962,2012-06-19
"382166",40390,"Forest Park","W",4015,2002-11-04
"382574",40390,"Forest Park","W",3837,2007-01-10
"382633",40390,"Forest Park","W",4119,2011-11-09
"382641",40390,"Forest Park","W",3628,2001-09-28
"382714",40390,"Forest Park","W",3853,2013-10-21
"382762",40390,"Forest Park","W",3740,2002-04-17
"383112",40390,"Forest Park","W",3696,2003-03-18
"383380",40390,"Forest Park","W",3670,2004-08-10
"383470",40390,"Forest Park","W",4088,2015-10-08
"383620",40390,"Forest Park","W",4573,2008-06-11
"383705",40390,"Forest Park","W",3494,2002-01-07
"383835",40390,"Forest Park","W",3524,2001-03-29
"384200",40390,"Forest Park","A",1607,2006-04-29
"384303",40390,"Forest Park","W",3396,2002-04-01
"384535",40390,"Forest Park","W",3941,2005-08-24
"384540",40390,"Forest Park","W",3935,2015-09-10
"384555",40390,"Forest Park","W",3549,2017-08-23
"384852",40390,"Forest Park","A",1282,2003-02-08
"384908",40390,"Forest Park","W",3654,2002-04-22
"384960",40390,"Forest Park","A",1264,2001-03-31
"385227",40390,"Forest Park","U",1170,2003-06-22
"385314",40390,"Forest Park","U",1394,2007-05-13
"385822",40390,"Forest Park","W",3910,2010-07-23
"385845",40390,"Forest Park","U",1396,2014-11-23
"385941",40390,"Forest Park","W",3073,2009-11-11
"386189",40390,"Forest Park","W",4234,2008-07-28
"386260",40390,"Forest Park","W",3612,2001-03-08
"386410",40390,"Forest Park","W",3663,2011-07-11
"386591",40390,"Forest Park","A",1918,2009-09-05
"386683",40390,"Forest Park","W",3796,2014-04-07
"386808",40390,"Forest Park","W",3708,2010-12-10
"386900",40390,"Forest Park","W",4035,2007-06-05
"387035",40390,"Forest Park","W",4217,2011-09-07
"387128",40390,"Forest Park","W",3355,2009-12-11
"387244",40390,"Forest Park","W",3479,2015-12-18
"387337",40390,"Forest Park","W",3995,2013-10-04
"387397",40390,"Forest Park","W",3959,2004-10-01
"387510",40390,"Forest Park","W",3973,2003-09-26
"387522",40390,"Forest Park","W",3695,2015-05-08
"387523",40390,"Forest Park","A",1832,2009-05-02
"387568",40390,"Forest Park","A",1671,2009-02-14
"387769",40390,"Forest Park","U",1034,2007-03-04
"387880",40390,"Forest Park","W",3755,2015-03-31
"387946",40390,"Forest Park","W",3956,2011-06-24
"388413",40390,"Forest Park","U",1192,2013-11-28
"388451",40390,"Forest Park","A",1858,2013-10-12
"388592",40390,"Forest Park","U",1396,2017-07-30
"388616",40390,"Forest Park","W",3486,2010-02-19
"388872",40390,"Forest Park","W",4230,2012-09-06
"389028",40390,"Forest Park","A",2204,2008-06-21
"389046",40390,"Forest Park","W",3924,2013-04-09
"389421",40390,"Forest Park","W",4353,2008-06-25
"389545",40390,"Forest Park","W",3618,2004-08-11
"390648",40390,"Forest Park","W",3774,2006-11-22
"390713",40390,"Forest Park","W",3905,2006-04-11
"390847",40390,"Forest Park","W",3589,2017-11-06
"390925",40390,"Forest Park","W",3897,2015-05-21
"391209",40390,"Forest Park","U",1280,2009-06-07
"391484",40390,"Forest Park","W",3544,2017-02-23
"391508",40390,"Forest Park","W",4042,2011-04-14
"392272",40390,"Forest Park","U",1068,2003-05-25
"392283",40390,"Forest Park","A",1939,2011-05-07
