"","station_id","stationname","daytype","rides","date"
"533766",40390,"Forest Park","U",1381,2009-05-03
"533805",40390,"Forest Park","W",2913,2013-09-30
"533806",40390,"Forest Park","U",1034,2014-03-02
"534017",40390,"Forest Park","W",2515,2016-12-30
"534057",40390,"Forest Park","A",1486,2017-04-01
"534086",40390,"Forest Park","U",1402,2007-05-28
"534121",40390,"Forest Park","W",3795,2001-01-24
"534380",40390,"Forest Park","U",1408,2011-10-02
"534501",40390,"Forest Park","A",1550,2015-01-24
"534798",40390,"Forest Park","W",4163,2011-09-29
"534944",40390,"Forest Park","A",2885,2015-07-04
"535036",40390,"Forest Park","W",4066,2015-09-01
"535077",40390,"Forest Park","W",3538,2010-01-22
"535246",40390,"Forest Park","A",1872,2007-08-11
"535287",40390,"Forest Park","U",1118,2015-02-08
"535510",40390,"Forest Park","W",3819,2011-01-11
"535717",40390,"Forest Park","W",4093,2010-08-31
"535798",40390,"Forest Park","W",4061,2005-09-16
"535839",40390,"Forest Park","W",3917,2011-01-19
"536112",40390,"Forest Park","W",4650,2008-09-22
"536367",40390,"Forest Park","U",805,2002-03-10
"536569",40390,"Forest Park","W",3853,2013-06-27
"536950",40390,"Forest Park","W",4761,2008-10-08
"537087",40390,"Forest Park","U",1199,2007-04-15
"537179",40390,"Forest Park","A",2214,2011-06-18
"537439",40390,"Forest Park","W",3915,2006-04-21
"537505",40390,"Forest Park","W",4190,2003-09-17
"537551",40390,"Forest Park","W",3633,2004-06-28
"537774",40390,"Forest Park","A",1884,2003-08-16
"537796",40390,"Forest Park","W",3831,2015-06-11
"537810",40390,"Forest Park","W",4163,2002-09-10
"537837",40390,"Forest Park","A",1861,2012-11-03
"537870",40390,"Forest Park","W",3613,2016-07-15
"537929",40390,"Forest Park","W",4034,2014-04-11
"538114",40390,"Forest Park","W",4028,2011-10-14
"538193",40390,"Forest Park","A",1811,2011-09-03
"538837",40390,"Forest Park","W",3719,2009-06-01
"538918",40390,"Forest Park","W",3589,2003-06-23
"538936",40390,"Forest Park","U",917,2003-03-30
"539028",40390,"Forest Park","U",1268,2013-02-24
"539073",40390,"Forest Park","W",3870,2010-05-18
"539398",40390,"Forest Park","U",1312,2015-04-26
"539443",40390,"Forest Park","W",3487,2008-12-30
"539472",40390,"Forest Park","U",1285,2005-05-08
"539589",40390,"Forest Park","W",4160,2009-10-28
"539986",40390,"Forest Park","W",3680,2014-01-22
"540048",40390,"Forest Park","W",3633,2016-06-23
"540516",40390,"Forest Park","A",1778,2008-03-29
"540564",40390,"Forest Park","W",3872,2006-01-26
"540672",40390,"Forest Park","W",3950,2016-11-17
"540802",40390,"Forest Park","W",3941,2015-08-26
"540834",40390,"Forest Park","W",3253,2002-01-04
"541044",40390,"Forest Park","W",3551,2007-02-23
"541152",40390,"Forest Park","W",4008,2009-07-07
"541407",40390,"Forest Park","W",3725,2012-02-24
"541757",40390,"Forest Park","W",3799,2009-10-09
"541820",40390,"Forest Park","U",1238,2010-11-21
"542182",40390,"Forest Park","A",1879,2006-09-02
"542315",40390,"Forest Park","W",4047,2008-04-10
"542345",40390,"Forest Park","W",4281,2008-06-04
"542404",40390,"Forest Park","W",3923,2010-07-30
"542500",40390,"Forest Park","U",1119,2014-01-26
"542553",40390,"Forest Park","W",3585,2017-06-15
"542558",40390,"Forest Park","W",3762,2011-03-11
"542640",40390,"Forest Park","A",1469,2003-11-08
"542712",40390,"Forest Park","U",970,2003-11-09
"542762",40390,"Forest Park","U",910,2006-01-22
"542948",40390,"Forest Park","A",1516,2017-02-11
"543091",40390,"Forest Park","W",4014,2012-04-19
"543145",40390,"Forest Park","W",4007,2012-05-22
"543315",40390,"Forest Park","W",4173,2006-06-14
"543383",40390,"Forest Park","A",1626,2009-11-14
"543692",40390,"Forest Park","W",3618,2015-12-14
"543835",40390,"Forest Park","U",1228,2014-03-09
"543961",40390,"Forest Park","W",3604,2013-03-28
"543976",40390,"Forest Park","W",3883,2006-04-18
"544036",40390,"Forest Park","W",3538,2004-12-13
"544156",40390,"Forest Park","W",3843,2003-06-25
"544315",40390,"Forest Park","A",1633,2011-03-05
"544420",40390,"Forest Park","W",3624,2013-03-26
"544599",40390,"Forest Park","W",3074,2012-12-28
"544783",40390,"Forest Park","W",1382,2010-12-24
"544901",40390,"Forest Park","W",3947,2015-06-16
"544967",40390,"Forest Park","U",1621,2012-05-28
"545050",40390,"Forest Park","W",3796,2010-11-19
"545442",40390,"Forest Park","W",3592,2004-11-12
"545444",40390,"Forest Park","W",2107,2010-11-26
"545456",40390,"Forest Park","W",3602,2001-08-09
"545465",40390,"Forest Park","W",4278,2007-11-06
"545483",40390,"Forest Park","W",3875,2013-10-07
"545874",40390,"Forest Park","W",3672,2010-01-14
"545903",40390,"Forest Park","W",3518,2001-04-06
"545995",40390,"Forest Park","W",3980,2010-11-18
"546129",40390,"Forest Park","W",3801,2013-11-01
"546217",40390,"Forest Park","W",3487,2004-05-07
"546353",40390,"Forest Park","U",767,2001-11-25
"546493",40390,"Forest Park","A",2766,2013-07-13
"546512",40390,"Forest Park","W",3577,2004-06-14
"546539",40390,"Forest Park","W",3959,2009-09-28
"546582",40390,"Forest Park","W",2403,2008-12-24
"546858",40390,"Forest Park","W",3371,2017-02-10
"547043",40390,"Forest Park","W",3697,2016-11-21
"547176",40390,"Forest Park","W",3951,2008-02-25
"547245",40390,"Forest Park","U",1092,2007-12-30
"547370",40390,"Forest Park","A",1512,2007-03-31
"547473",40390,"Forest Park","W",3645,2014-03-28
"547710",40390,"Forest Park","W",3786,2015-07-01
"547780",40390,"Forest Park","W",3722,2003-05-28
"547833",40390,"Forest Park","W",3871,2010-05-24
"547966",40390,"Forest Park","U",1206,2016-03-06
"548099",40390,"Forest Park","W",4124,2011-11-04
"548464",40390,"Forest Park","W",3789,2007-03-29
"548534",40390,"Forest Park","W",3108,2008-12-31
"548550",40390,"Forest Park","A",1816,2005-11-19
"548612",40390,"Forest Park","W",3224,2009-12-21
"548905",40390,"Forest Park","W",3113,2003-11-11
"548953",40390,"Forest Park","W",3553,2003-03-20
"549000",40390,"Forest Park","W",3827,2006-12-15
"549051",40390,"Forest Park","W",2534,2004-02-16
"549301",40390,"Forest Park","W",3571,2016-03-15
"549407",40390,"Forest Park","W",3714,2011-01-10
"549459",40390,"Forest Park","U",1108,2017-01-29
"549493",40390,"Forest Park","W",3823,2010-11-12
"549559",40390,"Forest Park","W",4370,2008-08-07
"549654",40390,"Forest Park","W",1725,2016-01-18
"549855",40390,"Forest Park","A",1945,2011-03-12
"549961",40390,"Forest Park","W",3591,2004-08-23
"550230",40390,"Forest Park","W",3687,2017-10-16
"550642",40390,"Forest Park","W",3604,2002-12-13
"550659",40390,"Forest Park","W",2957,2001-11-12
"550682",40390,"Forest Park","W",4137,2006-10-27
"550703",40390,"Forest Park","W",3457,2017-05-11
"550887",40390,"Forest Park","W",3812,2007-04-05
"550921",40390,"Forest Park","W",3822,2004-08-31
"551118",40390,"Forest Park","A",1586,2014-03-22
"551198",40390,"Forest Park","A",1269,2002-01-12
"551265",40390,"Forest Park","U",817,2001-04-01
"551425",40390,"Forest Park","W",3755,2009-05-26
"551546",40390,"Forest Park","W",4923,2010-06-25
"551708",40390,"Forest Park","A",1641,2002-06-08
"551711",40390,"Forest Park","A",2340,2014-09-13
"551921",40390,"Forest Park","W",3605,2017-02-21
"552025",40390,"Forest Park","A",2270,2016-10-29
"552075",40390,"Forest Park","U",856,2001-05-27
"552219",40390,"Forest Park","A",1743,2007-11-10
"552263",40390,"Forest Park","W",3738,2005-08-22
"552371",40390,"Forest Park","W",4007,2011-03-16
"552409",40390,"Forest Park","A",1881,2008-11-08
"552639",40390,"Forest Park","W",3833,2016-07-06
"552769",40390,"Forest Park","W",4239,2011-11-01
"553009",40390,"Forest Park","U",1448,2007-05-06
"553056",40390,"Forest Park","W",4060,2014-09-30
"553298",40390,"Forest Park","W",4560,2012-07-12
"553307",40390,"Forest Park","W",3966,2015-06-23
"553551",40390,"Forest Park","W",3525,2017-01-17
"553718",40390,"Forest Park","W",2795,2010-12-28
"553782",40390,"Forest Park","W",3880,2007-08-08
"553785",40390,"Forest Park","A",1637,2011-02-26
"554098",40390,"Forest Park","A",1977,2006-05-27
"554735",40390,"Forest Park","A",1789,2011-05-28
"554854",40390,"Forest Park","W",3330,2009-06-11
"554912",40390,"Forest Park","W",3335,2015-03-02
"554947",40390,"Forest Park","A",1973,2012-07-07
"555155",40390,"Forest Park","A",1910,2008-07-19
"555436",40390,"Forest Park","W",3556,2010-02-22
"555511",40390,"Forest Park","A",2502,2014-03-15
"555579",40390,"Forest Park","A",1784,2005-08-13
"555615",40390,"Forest Park","W",4274,2012-11-08
"555751",40390,"Forest Park","U",1633,2008-08-10
"556274",40390,"Forest Park","W",3933,2003-11-18
"556354",40390,"Forest Park","U",1862,2006-07-09
"556512",40390,"Forest Park","W",3733,2006-03-07
"556584",40390,"Forest Park","U",1264,2003-08-03
"556614",40390,"Forest Park","U",1671,2014-08-17
"556709",40390,"Forest Park","W",3782,2010-02-18
"556717",40390,"Forest Park","W",3809,2015-03-17
"556921",40390,"Forest Park","A",2013,2014-07-12
"556933",40390,"Forest Park","W",3533,2010-11-24
"556977",40390,"Forest Park","U",1493,2010-08-01
"557091",40390,"Forest Park","W",3636,2016-01-25
"557164",40390,"Forest Park","A",1586,2003-04-12
"557424",40390,"Forest Park","W",3644,2013-01-07
"557504",40390,"Forest Park","A",2049,2011-12-10
"557654",40390,"Forest Park","W",3725,2017-09-15
"557740",40390,"Forest Park","W",3534,2005-05-13
"557865",40390,"Forest Park","W",3635,2001-06-28
"558207",40390,"Forest Park","A",1750,2007-05-12
"558215",40390,"Forest Park","A",2069,2005-07-30
"558441",40390,"Forest Park","W",3368,2010-01-29
"558680",40390,"Forest Park","W",3619,2016-03-17
"558692",40390,"Forest Park","U",2295,2008-06-29
"558845",40390,"Forest Park","W",3254,2017-03-22
"558852",40390,"Forest Park","W",3231,2005-01-03
"558864",40390,"Forest Park","U",1455,2014-07-06
"559548",40390,"Forest Park","U",1630,2013-06-16
"559573",40390,"Forest Park","A",1896,2016-06-25
"559716",40390,"Forest Park","W",3397,2017-06-26
"559736",40390,"Forest Park","W",3686,2002-02-06
"559797",40390,"Forest Park","W",3897,2005-04-11
"559912",40390,"Forest Park","W",3769,2002-12-12
"559961",40390,"Forest Park","W",3741,2015-03-16
"560685",40390,"Forest Park","W",4089,2014-10-24
"560837",40390,"Forest Park","W",4064,2012-04-17
"560912",40390,"Forest Park","W",4513,2008-08-06
"560986",40390,"Forest Park","W",3770,2001-04-10
"561020",40390,"Forest Park","A",1625,2014-03-29
"561471",40390,"Forest Park","U",1340,2012-12-23
"562174",40390,"Forest Park","W",4026,2012-05-03
"562227",40390,"Forest Park","U",1023,2004-03-28
"562338",40390,"Forest Park","W",4162,2008-06-23
"562361",40390,"Forest Park","A",1291,2006-01-07
"562528",40390,"Forest Park","W",3766,2005-06-03
"562704",40390,"Forest Park","A",1716,2008-05-03
"562808",40390,"Forest Park","A",1228,2002-01-19
"562983",40390,"Forest Park","W",4084,2011-11-30
"563091",40390,"Forest Park","W",3878,2010-06-18
"563436",40390,"Forest Park","W",3984,2003-10-09
"563780",40390,"Forest Park","W",4191,2005-06-30
"564132",40390,"Forest Park","W",3478,2017-07-28
"564232",40390,"Forest Park","A",2203,2015-05-02
"564484",40390,"Forest Park","W",4276,2012-08-28
"564611",40390,"Forest Park","W",4084,2007-07-25
"564626",40390,"Forest Park","W",3850,2013-01-28
"564752",40390,"Forest Park","W",4052,2015-09-02
"564799",40390,"Forest Park","W",3829,2016-11-03
"565153",40390,"Forest Park","W",1944,2003-01-20
"565276",40390,"Forest Park","W",3881,2002-09-03
"565615",40390,"Forest Park","W",3658,2016-05-19
"565724",40390,"Forest Park","W",3974,2015-04-01
"566023",40390,"Forest Park","W",3806,2011-04-01
"566085",40390,"Forest Park","W",2953,2014-01-03
"566167",40390,"Forest Park","U",1149,2009-12-06
"566211",40390,"Forest Park","U",1519,2013-06-02
"566323",40390,"Forest Park","W",3665,2016-11-22
"566359",40390,"Forest Park","W",3943,2014-05-02
"566617",40390,"Forest Park","W",4051,2009-07-23
"566656",40390,"Forest Park","U",1166,2003-05-26
"566714",40390,"Forest Park","W",3523,2017-05-02
"566925",40390,"Forest Park","W",3572,2010-02-11
"567161",40390,"Forest Park","W",3769,2001-07-05
"567373",40390,"Forest Park","U",1969,2010-06-27
"567387",40390,"Forest Park","W",3550,2014-02-10
"567771",40390,"Forest Park","W",4092,2013-10-03
"567780",40390,"Forest Park","W",3179,2006-01-06
"568140",40390,"Forest Park","W",3480,2016-03-23
"568517",40390,"Forest Park","W",4195,2008-05-28
"568681",40390,"Forest Park","U",1536,2012-10-21
"568752",40390,"Forest Park","U",1311,2012-04-15
"568771",40390,"Forest Park","W",3856,2014-06-20
"569023",40390,"Forest Park","W",3584,2002-02-28
"569053",40390,"Forest Park","W",4167,2008-04-24
"569318",40390,"Forest Park","W",3885,2006-07-26
"569660",40390,"Forest Park","A",1511,2001-09-29
"569673",40390,"Forest Park","W",4022,2015-10-15
"569926",40390,"Forest Park","U",719,2001-03-25
"569959",40390,"Forest Park","U",1342,2009-08-23
"570070",40390,"Forest Park","W",4038,2012-03-28
"570148",40390,"Forest Park","W",4592,2008-10-21
"570386",40390,"Forest Park","W",4089,2007-06-20
"570538",40390,"Forest Park","U",1965,2003-07-04
"570551",40390,"Forest Park","W",3635,2002-08-21
"570606",40390,"Forest Park","W",3739,2005-05-23
"570702",40390,"Forest Park","W",3980,2016-09-21
"570710",40390,"Forest Park","W",3931,2016-10-06
"570829",40390,"Forest Park","W",3827,2007-04-12
"570877",40390,"Forest Park","W",4069,2015-09-22
"570907",40390,"Forest Park","W",4566,2008-08-27
"570990",40390,"Forest Park","A",2478,2013-06-08
"571174",40390,"Forest Park","A",2350,2014-08-16
"571204",40390,"Forest Park","W",3369,2010-01-06
"571295",40390,"Forest Park","W",3708,2017-06-06
"571305",40390,"Forest Park","W",3867,2002-03-12
"571315",40390,"Forest Park","U",1650,2007-08-05
"571698",40390,"Forest Park","W",3589,2002-07-26
"571727",40390,"Forest Park","W",3675,2010-03-04
"572039",40390,"Forest Park","W",4062,2004-09-08
"572239",40390,"Forest Park","W",4233,2008-06-02
"572298",40390,"Forest Park","W",3701,2001-02-27
"572347",40390,"Forest Park","W",4185,2010-10-06
"572349",40390,"Forest Park","A",1538,2001-08-04
"572360",40390,"Forest Park","W",4075,2014-10-29
"572456",40390,"Forest Park","A",1849,2013-11-30
"572495",40390,"Forest Park","U",957,2001-12-16
"573029",40390,"Forest Park","U",1678,2006-10-22
"573115",40390,"Forest Park","W",3966,2015-05-27
"573208",40390,"Forest Park","W",4526,2006-07-05
"573573",40390,"Forest Park","W",4005,2012-12-11
"573703",40390,"Forest Park","W",3975,2009-03-05
"573723",40390,"Forest Park","W",4275,2012-07-13
"573729",40390,"Forest Park","U",1004,2010-01-24
"573800",40390,"Forest Park","W",3919,2013-02-21
"573864",40390,"Forest Park","W",3532,2017-08-24
"573920",40390,"Forest Park","W",3546,2001-03-19
"574182",40390,"Forest Park","W",3961,2005-10-14
"574455",40390,"Forest Park","W",4131,2016-09-14
"574564",40390,"Forest Park","U",1375,2005-08-28
"574620",40390,"Forest Park","A",1612,2007-04-14
"574864",40390,"Forest Park","W",3497,2001-04-17
"574871",40390,"Forest Park","W",3418,2017-04-28
"574972",40390,"Forest Park","W",3735,2009-07-17
"575156",40390,"Forest Park","W",3949,2014-12-03
"575276",40390,"Forest Park","W",3310,2012-01-03
"575301",40390,"Forest Park","U",1322,2005-07-31
"575575",40390,"Forest Park","W",4026,2007-08-02
"575591",40390,"Forest Park","W",3600,2007-02-13
"575622",40390,"Forest Park","W",3732,2015-11-13
"575888",40390,"Forest Park","W",3581,2005-04-22
"576486",40390,"Forest Park","W",3597,2010-03-30
"576614",40390,"Forest Park","U",1066,2004-10-24
"576688",40390,"Forest Park","W",4341,2008-08-12
"576758",40390,"Forest Park","W",3801,2005-06-01
"577395",40390,"Forest Park","W",3540,2017-08-15
"577635",40390,"Forest Park","W",3193,2006-03-06
"577775",40390,"Forest Park","W",3710,2003-02-05
"578025",40390,"Forest Park","W",3927,2005-12-01
"578098",40390,"Forest Park","W",3555,2005-07-08
"578425",40390,"Forest Park","W",3633,2017-11-16
"578515",40390,"Forest Park","U",1221,2017-05-14
"578567",40390,"Forest Park","A",1793,2009-04-04
"578656",40390,"Forest Park","W",4104,2007-08-01
"579583",40390,"Forest Park","W",3663,2015-12-08
"580191",40390,"Forest Park","A",1643,2006-12-09
"580361",40390,"Forest Park","W",4076,2013-09-11
"580445",40390,"Forest Park","W",4130,2009-02-25
"580449",40390,"Forest Park","W",3480,2004-07-26
"580555",40390,"Forest Park","W",3955,2009-05-07
"580631",40390,"Forest Park","A",1912,2014-05-10
"580735",40390,"Forest Park","U",923,2004-12-19
"580949",40390,"Forest Park","W",3512,2002-05-03
"581076",40390,"Forest Park","U",1593,2009-08-16
"581131",40390,"Forest Park","W",3204,2013-07-05
"581175",40390,"Forest Park","A",1475,2012-02-11
"581320",40390,"Forest Park","U",1257,2010-11-07
"581385",40390,"Forest Park","W",3680,2002-01-28
"581487",40390,"Forest Park","A",2415,2010-06-26
"581678",40390,"Forest Park","W",4278,2012-09-13
"581891",40390,"Forest Park","U",815,2002-04-21
"582490",40390,"Forest Park","W",3936,2014-04-02
"582694",40390,"Forest Park","W",3841,2009-11-20
"582754",40390,"Forest Park","U",1264,2007-04-29
"582772",40390,"Forest Park","W",3877,2002-04-11
"582796",40390,"Forest Park","W",3962,2009-11-03
"582945",40390,"Forest Park","W",4026,2013-01-15
"583102",40390,"Forest Park","W",3837,2014-12-12
"583193",40390,"Forest Park","W",3955,2010-10-25
"583207",40390,"Forest Park","W",3927,2004-01-13
"583230",40390,"Forest Park","W",4094,2013-05-16
"583292",40390,"Forest Park","W",3464,2003-03-21
"583340",40390,"Forest Park","W",3574,2001-05-10
"583546",40390,"Forest Park","W",3561,2005-11-23
"583667",40390,"Forest Park","W",4185,2004-09-14
"583699",40390,"Forest Park","W",3397,2016-07-22
"583911",40390,"Forest Park","A",1902,2013-11-09
"584009",40390,"Forest Park","U",1842,2017-07-09
"584348",40390,"Forest Park","W",4946,2013-06-28
"584427",40390,"Forest Park","A",2321,2016-07-30
"584457",40390,"Forest Park","U",977,2001-09-03
"584515",40390,"Forest Park","U",1498,2014-11-09
"584770",40390,"Forest Park","U",1523,2003-07-06
"584927",40390,"Forest Park","U",1137,2006-12-10
"585307",40390,"Forest Park","A",2137,2007-08-04
"586036",40390,"Forest Park","W",3526,2004-08-05
"586209",40390,"Forest Park","W",3710,2016-05-04
"586308",40390,"Forest Park","W",3969,2012-08-21
"586847",40390,"Forest Park","W",3918,2017-10-19
"586886",40390,"Forest Park","W",4150,2009-09-29
"587421",40390,"Forest Park","W",3954,2003-10-17
"587466",40390,"Forest Park","W",4464,2012-09-10
"587490",40390,"Forest Park","A",1738,2005-06-18
"587528",40390,"Forest Park","A",1610,2015-01-31
"587590",40390,"Forest Park","W",3729,2002-02-11
"587661",40390,"Forest Park","W",3805,2003-08-28
"587683",40390,"Forest Park","W",3875,2007-03-08
"587746",40390,"Forest Park","W",4009,2004-10-07
"587825",40390,"Forest Park","A",1808,2003-08-09
"587962",40390,"Forest Park","U",1476,2013-09-29
"588010",40390,"Forest Park","W",3803,2002-12-05
"588051",40390,"Forest Park","W",3720,2001-06-08
"588094",40390,"Forest Park","W",3976,2014-05-05
"588125",40390,"Forest Park","A",1996,2008-10-18
"588253",40390,"Forest Park","W",3886,2002-05-22
"588318",40390,"Forest Park","A",2021,2011-07-23
"588884",40390,"Forest Park","W",3761,2002-01-15
"588889",40390,"Forest Park","W",3959,2002-10-11
"588992",40390,"Forest Park","W",3977,2009-07-30
"589029",40390,"Forest Park","W",3965,2014-07-15
"589033",40390,"Forest Park","W",3549,2009-03-27
"589620",40390,"Forest Park","W",3794,2006-06-22
"589895",40390,"Forest Park","W",3667,2007-03-23
"589969",40390,"Forest Park","U",1067,2004-11-14
"590470",40390,"Forest Park","W",3911,2014-04-10
"590647",40390,"Forest Park","W",3689,2010-03-19
"590663",40390,"Forest Park","W",3654,2003-12-16
"590830",40390,"Forest Park","W",3992,2009-11-16
"590838",40390,"Forest Park","U",1689,2015-08-16
"591141",40390,"Forest Park","U",1194,2008-04-27
"591203",40390,"Forest Park","W",3270,2017-05-15
"591218",40390,"Forest Park","W",3802,2014-04-01
"591251",40390,"Forest Park","U",947,2001-11-11
"591492",40390,"Forest Park","W",3877,2013-07-01
"591828",40390,"Forest Park","W",3464,2002-08-19
"591994",40390,"Forest Park","W",3974,2002-10-28
"592050",40390,"Forest Park","A",1541,2013-01-26
"592444",40390,"Forest Park","W",4003,2013-10-17
"592453",40390,"Forest Park","U",1717,2014-06-22
"592642",40390,"Forest Park","W",3734,2004-03-11
"592705",40390,"Forest Park","W",3690,2007-08-06
"592802",40390,"Forest Park","U",1328,2013-04-28
"592834",40390,"Forest Park","A",1737,2003-11-22
"593240",40390,"Forest Park","W",4103,2004-10-13
"593420",40390,"Forest Park","W",3585,2002-04-19
"593726",40390,"Forest Park","U",1539,2013-10-20
"594203",40390,"Forest Park","W",3747,2004-04-27
"594248",40390,"Forest Park","W",4211,2003-09-09
"594306",40390,"Forest Park","W",3830,2007-02-01
"594519",40390,"Forest Park","W",4661,2008-09-03
"594571",40390,"Forest Park","W",3783,2016-03-29
"594740",40390,"Forest Park","U",1449,2016-08-07
"595088",40390,"Forest Park","W",3787,2002-08-07
"595125",40390,"Forest Park","W",3752,2001-11-20
"595304",40390,"Forest Park","W",3499,2002-11-27
"595978",40390,"Forest Park","W",3906,2005-06-15
"596029",40390,"Forest Park","W",4215,2012-03-14
"596104",40390,"Forest Park","W",4101,2011-07-20
"596206",40390,"Forest Park","W",4056,2014-10-06
"596363",40390,"Forest Park","W",4097,2005-09-12
"596456",40390,"Forest Park","W",3535,2017-11-28
"596460",40390,"Forest Park","W",3981,2007-10-12
"596667",40390,"Forest Park","A",1560,2003-07-26
"596750",40390,"Forest Park","W",3543,2008-03-24
"596894",40390,"Forest Park","W",3585,2017-06-20
"596907",40390,"Forest Park","A",1411,2004-02-14
"596992",40390,"Forest Park","W",4198,2014-07-30
"597267",40390,"Forest Park","W",3935,2010-08-19
"597545",40390,"Forest Park","U",2516,2014-07-04
"597590",40390,"Forest Park","A",1275,2002-03-30
"597799",40390,"Forest Park","W",3739,2009-05-18
"598066",40390,"Forest Park","W",4019,2012-01-25
"598181",40390,"Forest Park","U",1178,2013-03-24
"598226",40390,"Forest Park","W",4063,2008-03-11
"598642",40390,"Forest Park","W",3850,2002-05-15
"598682",40390,"Forest Park","U",1055,2008-02-03
"598866",40390,"Forest Park","W",3795,2012-07-02
"599029",40390,"Forest Park","W",3905,2015-12-10
"599124",40390,"Forest Park","A",1834,2015-04-11
"599225",40390,"Forest Park","W",4119,2011-04-05
"599290",40390,"Forest Park","W",3385,2016-03-28
"599600",40390,"Forest Park","A",1585,2005-11-26
"599623",40390,"Forest Park","W",4000,2010-04-26
"600225",40390,"Forest Park","U",2029,2011-10-09
"600349",40390,"Forest Park","W",3243,2016-03-24
"600399",40390,"Forest Park","W",3608,2015-03-27
"600456",40390,"Forest Park","W",3896,2011-04-20
"600864",40390,"Forest Park","U",1355,2014-12-14
"600965",40390,"Forest Park","U",1562,2012-06-03
"601066",40390,"Forest Park","W",3756,2014-02-14
"601116",40390,"Forest Park","W",3575,2017-06-28
"601295",40390,"Forest Park","W",4001,2015-09-14
"601353",40390,"Forest Park","U",1463,2015-08-30
"601451",40390,"Forest Park","W",4028,2009-08-27
"601540",40390,"Forest Park","W",3624,2003-02-25
"601541",40390,"Forest Park","W",3707,2015-07-02
"601667",40390,"Forest Park","W",3853,2001-10-30
"601680",40390,"Forest Park","W",3920,2005-11-04
"601769",40390,"Forest Park","W",1625,2007-12-24
"601803",40390,"Forest Park","W",4083,2007-10-31
"602075",40390,"Forest Park","W",3750,2013-06-17
"602217",40390,"Forest Park","W",3208,2017-03-23
"602271",40390,"Forest Park","A",1698,2011-04-16
"602300",40390,"Forest Park","W",4134,2012-10-29
"602493",40390,"Forest Park","W",3873,2012-02-23
"602625",40390,"Forest Park","A",2070,2014-10-11
"603151",40390,"Forest Park","W",3722,2009-03-20
"603264",40390,"Forest Park","W",4013,2009-08-24
"603489",40390,"Forest Park","W",3922,2015-06-24
"603634",40390,"Forest Park","W",3983,2010-05-25
"603782",40390,"Forest Park","U",945,2015-12-25
"603884",40390,"Forest Park","W",3988,2009-11-19
"604040",40390,"Forest Park","A",2165,2010-10-09
"604083",40390,"Forest Park","W",3937,2011-11-28
"604225",40390,"Forest Park","W",3429,2016-03-04
"604415",40390,"Forest Park","W",3374,2003-03-28
"604568",40390,"Forest Park","U",1280,2014-11-16
"604929",40390,"Forest Park","W",2432,2001-12-26
"604954",40390,"Forest Park","W",3617,2017-10-24
"604955",40390,"Forest Park","U",1414,2007-07-15
"605274",40390,"Forest Park","U",1403,2005-09-25
"605449",40390,"Forest Park","U",1464,2005-09-04
"605516",40390,"Forest Park","W",3996,2012-07-26
"605685",40390,"Forest Park","W",3899,2006-06-08
"605858",40390,"Forest Park","W",3967,2011-12-02
"606245",40390,"Forest Park","U",1331,2012-04-01
"606351",40390,"Forest Park","U",986,2006-01-08
"606447",40390,"Forest Park","U",1373,2011-04-24
"606458",40390,"Forest Park","A",1634,2005-06-04
"606493",40390,"Forest Park","W",3931,2003-10-24
"606671",40390,"Forest Park","W",3878,2006-12-11
"606693",40390,"Forest Park","W",3802,2002-02-13
"606868",40390,"Forest Park","W",3752,2001-06-13
"607026",40390,"Forest Park","W",3970,2006-11-13
"607230",40390,"Forest Park","W",3771,2002-03-20
"607342",40390,"Forest Park","W",4110,2011-06-06
"607509",40390,"Forest Park","U",789,2001-02-11
"607653",40390,"Forest Park","A",1984,2015-10-10
"607886",40390,"Forest Park","U",1985,2008-08-17
"607948",40390,"Forest Park","U",1046,2003-09-28
"607966",40390,"Forest Park","W",3977,2009-06-12
"608114",40390,"Forest Park","U",1501,2016-09-25
"608133",40390,"Forest Park","W",3805,2006-08-25
"608145",40390,"Forest Park","W",3969,2004-10-25
"608269",40390,"Forest Park","U",1271,2013-03-10
"608550",40390,"Forest Park","W",4088,2012-02-01
"608712",40390,"Forest Park","U",1231,2017-01-02
"608713",40390,"Forest Park","W",3904,2006-12-20
"608753",40390,"Forest Park","U",2390,2009-06-28
"608835",40390,"Forest Park","U",1066,2009-11-26
"608964",40390,"Forest Park","A",1862,2014-12-20
"608978",40390,"Forest Park","W",3391,2012-04-06
"609048",40390,"Forest Park","W",3559,2002-04-12
"609060",40390,"Forest Park","W",3327,2016-01-19
"609081",40390,"Forest Park","U",1702,2006-12-31
"609088",40390,"Forest Park","W",3436,2004-08-16
"609134",40390,"Forest Park","W",3461,2001-06-18
"609460",40390,"Forest Park","W",2344,2016-02-15
"609499",40390,"Forest Park","W",4332,2012-10-17
"609950",40390,"Forest Park","A",2004,2006-07-29
"610327",40390,"Forest Park","W",3656,2015-01-23
"610337",40390,"Forest Park","W",4598,2008-09-16
"610676",40390,"Forest Park","W",4045,2012-08-17
"610713",40390,"Forest Park","U",1153,2016-02-28
"610715",40390,"Forest Park","W",3989,2013-11-21
"610971",40390,"Forest Park","W",4120,2003-10-30
"611104",40390,"Forest Park","W",4225,2007-07-18
"611111",40390,"Forest Park","W",3533,2005-01-28
"611298",40390,"Forest Park","W",3873,2009-08-04
"611496",40390,"Forest Park","A",2062,2010-10-16
"611537",40390,"Forest Park","W",3568,2001-03-09
"611677",40390,"Forest Park","W",3822,2003-11-25
